Wall time,Step,Value
1491963485.6563172,0,0.09225716441869736
1491963488.124516,100,0.18909235298633575
1491963490.403321,200,0.3220541477203369
1491963492.4026883,300,0.3854498267173767
1491963494.8135722,400,0.45043790340423584
1491963497.1808062,500,0.49124205112457275
1491963499.6197226,600,0.5151273608207703
1491963502.0091333,700,0.5274681448936462
1491963504.375385,800,0.5417993664741516
1491963506.79507,900,0.5412022471427917
1491963509.419184,1000,0.5537420511245728
1491963511.8489132,1100,0.5668789744377136
1491963514.2367468,1200,0.5559315085411072
1491963516.694435,1300,0.5913614630699158
1491963519.1227262,1400,0.5835987329483032
1491963521.525693,1500,0.5863853693008423
1491963523.9653711,1600,0.5916600227355957
1491963526.3302188,1700,0.5930533409118652
1491963528.725689,1800,0.6346536874771118
1491963531.1404636,1900,0.618332028388977
1491963533.7413833,2000,0.6080812215805054
1491963536.1767616,2100,0.6137539744377136
1491963538.5920444,2200,0.603005588054657
1491963541.0109758,2300,0.6177348494529724
1491963543.4359322,2400,0.6159434914588928
1491963545.8855014,2500,0.6220143437385559
1491963548.2783563,2600,0.631667971611023
1491963550.663649,2700,0.6210191249847412
1491963553.124944,2800,0.6230095624923706
1491963555.5322,2900,0.627886176109314
1491963558.151284,3000,0.6263933181762695
1491963560.5680943,3100,0.6293789744377136
1491963563.014362,3200,0.637738823890686
1491963565.3913386,3300,0.600119411945343
1491963567.8199437,3400,0.6173368096351624
1491963570.2482414,3500,0.6077826619148254
1491963572.6401134,3600,0.6343550682067871
1491963575.0643673,3700,0.6233081221580505
1491963577.4759824,3800,0.6518710255622864
1491963579.8765066,3900,0.6336584687232971
1491963582.5175586,4000,0.650079607963562
1491963584.9479065,4100,0.6512739062309265
1491963587.3546464,4200,0.6343550682067871
1491963589.7636714,4300,0.6381369233131409
1491963592.1787019,4400,0.6388335824012756
1491963594.595248,4500,0.6665008068084717
1491963597.016467,4600,0.6516719460487366
1491963599.4231086,4700,0.6604299545288086
1491963601.8305206,4800,0.662420392036438
1491963604.2318697,4900,0.6525676846504211
1491963606.8546948,5000,0.6443073153495789
1491963609.3053641,5100,0.6374402642250061
1491963611.7097478,5200,0.6428145170211792
1491963614.1954277,5300,0.6423168778419495
1491963616.6045241,5400,0.6713773608207703
1491963618.8661766,5500,0.6772491931915283
1491963621.3076422,5600,0.6666998267173767
1491963623.6687472,5700,0.6922770738601685
1491963626.078499,5800,0.6901870965957642
1491963628.4421647,5900,0.6971536874771118
1491963631.1231134,6000,0.6871019005775452
1491963633.5816875,6100,0.6979498267173767
1491963635.956162,6200,0.6787420511245728
1491963638.3549025,6300,0.6807324886322021
1491963640.7674956,6400,0.709295392036438
1491963643.2094784,6500,0.6966560482978821
1491963645.5711322,6600,0.7059116363525391
1491963647.989532,6700,0.6925756335258484
1491963650.416154,6800,0.6759554147720337
1491963652.820633,6900,0.6819267272949219
1491963655.5109272,7000,0.7041202187538147
1491963657.8956404,7100,0.7028264403343201
1491963660.3034992,7200,0.6878980994224548
1491963662.733089,7300,0.696457028388977
1491963665.2232726,7400,0.7084991931915283
1491963667.628088,7500,0.7061106562614441
1491963670.057479,7600,0.7170581221580505
1491963672.492534,7700,0.7238256335258484
1491963674.9405816,7800,0.7229299545288086
1491963677.3482492,7900,0.7201433181762695
1491963680.000152,8000,0.7175557613372803
1491963682.4240346,8100,0.7020302414894104
1491963684.7832189,8200,0.7014331221580505
1491963687.2207766,8300,0.684613823890686
1491963689.6021934,8400,0.7077030539512634
1491963692.012347,8500,0.7007364630699158
