Wall time,Step,Value
1495035775.4103062,0,0.09255573153495789
1495035777.6417444,100,0.24333201348781586
1495035779.8316398,200,0.3195660710334778
1495035781.5857525,300,0.3697253167629242
1495035783.7788532,400,0.40774282813072205
1495035785.9947703,500,0.40784236788749695
1495035788.0962102,600,0.4195859730243683
1495035790.3150413,700,0.49333199858665466
1495035792.469545,800,0.5048766136169434
1495035794.6978388,900,0.5465764403343201
1495035797.1868184,1000,0.5258758068084717
1495035799.3334215,1100,0.5249800682067871
1495035801.5442789,1200,0.5441879034042358
1495035803.7338276,1300,0.5537420511245728
1495035805.9824731,1400,0.5725517272949219
1495035808.2345402,1500,0.574840784072876
1495035810.5085979,1600,0.5724522471427917
1495035812.6835778,1700,0.5575239062309265
1495035814.870726,1800,0.5839968323707581
1495035817.0715556,1900,0.6043989062309265
1495035819.5136428,2000,0.5915604829788208
1495035821.6938014,2100,0.6117635369300842
1495035823.877787,2200,0.6013137102127075
1495035826.0924559,2300,0.6075835824012756
1495035828.2879534,2400,0.6306727528572083
1495035830.538193,2500,0.6069864630699158
1495035832.6972046,2600,0.615744411945343
1495035834.937063,2700,0.5923566818237305
1495035837.1654518,2800,0.6325637102127075
1495035839.33445,2900,0.6135549545288086
1495035841.8330421,3000,0.6312699317932129
1495035844.042494,3100,0.615744411945343
1495035846.2482858,3200,0.6355493664741516
1495035848.4103813,3300,0.628085196018219
1495035850.5623739,3400,0.6139530539512634
1495035852.7044876,3500,0.6140525341033936
1495035854.9858444,3600,0.5951433181762695
1495035857.168097,3700,0.6138535141944885
1495035859.3345635,3800,0.6293789744377136
1495035861.4853783,3900,0.6227110028266907
1495035863.8889077,4000,0.6288813948631287
1495035866.0816634,4100,0.615545392036438
1495035868.2709305,4200,0.6151472926139832
1495035870.4129465,4300,0.6263933181762695
1495035872.5285072,4400,0.6161425113677979
1495035874.7907481,4500,0.637042224407196
1495035876.9849954,4600,0.6101711988449097
1495035879.188352,4700,0.6212181448936462
1495035881.3219125,4800,0.6074841022491455
1495035883.4741485,4900,0.6441082954406738
1495035885.8608499,5000,0.6637141704559326
1495035888.0943902,5100,0.6293789744377136
1495035890.2995446,5200,0.652965784072876
1495035892.4609094,5300,0.6606289744377136
1495035894.6319797,5400,0.6592356562614441
1495035896.8442311,5500,0.6694864630699158
1495035898.9964702,5600,0.6849124431610107
1495035901.2044199,5700,0.650079607963562
1495035903.3318942,5800,0.6681926846504211
1495035905.5465767,5900,0.6527667045593262
1495035907.9531894,6000,0.6601313948631287
1495035910.1374502,6100,0.6555533409118652
1495035912.2834787,6200,0.6614251732826233
1495035914.4392025,6300,0.6340565085411072
1495035916.6423213,6400,0.6479896306991577
1495035918.8560798,6500,0.640824019908905
1495035921.0672057,6600,0.6247014403343201
1495035923.2593758,6700,0.6520700454711914
1495035925.445533,6800,0.6586385369300842
1495035927.6502137,6900,0.6606289744377136
1495035930.0445151,7000,0.6451035141944885
1495035932.2121062,7100,0.6704816818237305
1495035934.4180307,7200,0.6522691249847412
1495035936.5838292,7300,0.6696854829788208
1495035938.7599893,7400,0.6372412443161011
1495035940.8883405,7500,0.6543591022491455
1495035943.1567554,7600,0.6658041477203369
1495035945.3457677,7700,0.6740645170211792
1495035947.5281868,7800,0.6897889971733093
1495035949.707672,7900,0.6680931448936462
1495035952.170343,8000,0.6710788011550903
1495035954.427193,8100,0.6818272471427917
1495035956.6401198,8200,0.6931727528572083
1495035958.8479118,8300,0.6944665312767029
1495035961.0879445,8400,0.6810310482978821
1495035963.1283429,8500,0.6810310482978821
1495035965.3781419,8600,0.6658041477203369
1495035967.5981233,8700,0.671875
1495035969.7955651,8800,0.6940684914588928
1495035971.984308,8900,0.7083996534347534
1495035974.3813875,9000,0.6875995397567749
1495035976.5903301,9100,0.6676950454711914
1495035978.7770507,9200,0.6699841022491455
1495035980.9585757,9300,0.6710788011550903
1495035983.1112359,9400,0.6971536874771118
1495035985.2676647,9500,0.6862062215805054
1495035987.533336,9600,0.6770501732826233
1495035989.6884348,9700,0.7122810482978821
1495035991.877101,9800,0.6990445852279663
1495035994.0535116,9900,0.6869028806686401
1495035996.5112185,10000,0.6944665312767029
1495035998.6197352,10100,0.6947651505470276
1495036000.813517,10200,0.6919785141944885
1495036002.9691343,10300,0.6540604829788208
1495036005.1358519,10400,0.6222133636474609
1495036007.3174765,10500,0.6641122698783875
1495036009.520686,10600,0.6692874431610107
1495036011.7446005,10700,0.6584395170211792
1495036013.8899035,10800,0.6418192386627197
1495036016.056295,10900,0.6865047812461853
1495036018.4711127,11000,0.6690883636474609
1495036020.7054336,11100,0.6815286874771118
1495036022.891927,11200,0.6461982727050781
1495036025.0438795,11300,0.6850119233131409
1495036027.1963332,11400,0.6838176846504211
1495036029.3345516,11500,0.6835191249847412
1495036031.475353,11600,0.6633160710334778
1495036033.683492,11700,0.7007364630699158
1495036035.850687,11800,0.6871019005775452
1495036038.036462,11900,0.6971536874771118
1495036040.460463,12000,0.6985469460487366
1495036042.664817,12100,0.6959593892097473
1495036044.845136,12200,0.7008360028266907
1495036046.9753244,12300,0.6793391704559326
1495036049.1458218,12400,0.6966560482978821
1495036051.2580884,12500,0.6864052414894104
1495036053.4352853,12600,0.6925756335258484
1495036055.5828857,12700,0.6729697585105896
1495036057.7570596,12800,0.6948646306991577
1495036059.8683398,12900,0.7098925113677979
1495036062.2792852,13000,0.6795381903648376
1495036064.4724607,13100,0.7143710255622864
1495036066.6331084,13200,0.6882961988449097
1495036068.8357732,13300,0.6858081221580505
1495036071.0601203,13400,0.6822253465652466
1495036073.1926272,13500,0.6860071420669556
1495036075.279457,13600,0.7172571420669556
1495036077.4485059,13700,0.6543591022491455
1495036079.616426,13800,0.6922770738601685
1495036081.7614565,13900,0.6755573153495789
1495036084.2140715,14000,0.6460987329483032
1495036086.3721457,14100,0.6950637102127075
1495036088.4755497,14200,0.7197452187538147
1495036090.6841946,14300,0.6766520738601685
1495036092.892533,14400,0.6902866363525391
1495036095.070841,14500,0.7005374431610107
1495036097.2536204,14600,0.6985469460487366
1495036099.4037337,14700,0.7001393437385559
1495036101.5469723,14800,0.6928741931915283
1495036103.6527257,14900,0.7155652642250061
1495036106.06851,15000,0.7016321420669556
1495036108.256517,15100,0.6836186051368713
1495036110.4050484,15200,0.7267118096351624
1495036112.4857676,15300,0.6985469460487366
1495036114.6504383,15400,0.6650079488754272
1495036116.7885978,15500,0.7044187784194946
1495036118.8598964,15600,0.6744625568389893
1495036120.9283922,15700,0.718550980091095
1495036123.0609758,15800,0.6962579488754272
1495036125.231481,15900,0.6849124431610107
1495036127.584044,16000,0.6795381903648376
1495036129.7132509,16100,0.6928741931915283
1495036131.8796968,16200,0.7082006335258484
1495036134.044525,16300,0.7058120965957642
1495036136.2371163,16400,0.6961584687232971
1495036138.39238,16500,0.7034235596656799
1495036140.5376067,16600,0.640824019908905
1495036142.6647518,16700,0.6952627301216125
1495036144.8164139,16800,0.6347531676292419
1495036146.970999,16900,0.6659036874771118
1495036149.3596604,17000,0.6539610028266907
1495036151.5153897,17100,0.6669983863830566
1495036153.6576478,17200,0.6475915312767029
1495036155.7625372,17300,0.662917971611023
1495036157.8541656,17400,0.6792396306991577
1495036160.0031013,17500,0.6654060482978821
1495036162.1437218,17600,0.6688893437385559
1495036164.1546485,17700,0.6937699317932129
1495036166.3000727,17800,0.6900875568389893
1495036168.4363148,17900,0.6746616363525391
1495036170.883253,18000,0.6666003465652466
1495036172.999109,18100,0.665207028388977
1495036175.1657412,18200,0.6571456789970398
1495036177.3358216,18300,0.6658041477203369
1495036179.4560783,18400,0.6914808750152588
1495036181.5838416,18500,0.6947651505470276
1495036183.743166,18600,0.6840167045593262
1495036185.8121097,18700,0.7075039744377136
1495036187.9502907,18800,0.6863057613372803
1495036190.1029634,18900,0.6988455653190613
1495036192.521742,19000,0.7078025341033936
1495036194.6803746,19100,0.6667993664741516
1495036196.803029,19200,0.6738654375076294
1495036198.9618647,19300,0.6965565085411072
1495036201.1310434,19400,0.7070063948631287
1495036203.2856688,19500,0.7160629034042358
1495036205.4166303,19600,0.6999402642250061
1495036207.5816271,19700,0.6817277073860168
1495036209.756841,19800,0.7025278806686401
1495036211.9221578,19900,0.7198447585105896
1495036214.3321347,20000,0.6972531676292419
1495036216.4977074,20100,0.6799362897872925
1495036218.6948287,20200,0.7065087556838989
1495036220.8537138,20300,0.6994426846504211
1495036223.0304954,20400,0.6944665312767029
1495036225.1998994,20500,0.6525676846504211
1495036227.414357,20600,0.699542224407196
1495036229.5593152,20700,0.6997412443161011
1495036231.7280204,20800,0.6860071420669556
1495036233.8409045,20900,0.687699019908905
1495036236.1978052,21000,0.6774482727050781
1495036238.3218255,21100,0.7044187784194946
1495036240.4859169,21200,0.6829219460487366
1495036242.6484876,21300,0.6961584687232971
1495036244.851868,21400,0.6913813948631287
1495036247.0112984,21500,0.6817277073860168
